Subject Area,Course Name,Course Description
Anthropology,ANTH2160 - Creating Community,"Creation, maintenance, and transformation of communities through time. Community as a village or settlement, and as an ""imagined"" or virtual aspect of social identity. Behaviorist, interactionist, discursive, and identity-oriented anthropological approaches to community. Community organization and the built environment. Ancient and modern case studies. [3]"
Anthropology,ANTH2160W - Creating Community,"Creation, maintenance, and transformation of communities through time. Community as a village or settlement, and as an ""imagined"" or virtual aspect of social identity. Behaviorist, interactionist, discursive, and identity-oriented anthropological approaches to community. Community organization and the built environment. Ancient and modern case studies. Serves as repeat credit for either 2160 or 3160 Anthropologies and Archaeologies of Community. [3] (SBS)"
Anthropology,ANTH2170W - Contemporary Indigenous Cultures in Global Context,"Present-day global indigenous identities. Historical processes of colonialism, displacement, marginalization, and forced assimilation. Indigenous resistance and agency, indigenous social media, experiences of urban indigeneities, indigenous queer studies. Writing cyber-ethnography of influencers on social media platforms. [3] (INT)"
Anthropology,ANTH2211 - Archaeology,"An introduction to the methods used by archaeologists to study the nature and development of prehistoric societies. Approaches to survey, excavation, analysis, and interpretation are explored through lectures, case studies, and problem assignments. [3] (SBS)"
Anthropology,ANTH2214 - Art and Architecture of the Ancient Americas,"Visual arts and built environments of indigenous South America, North America, and the Caribbean prior to European contact. Sacred, cultural, and historical influences on architecture and iconography. [3] (INT) (CORE C)"
Anthropology,ANTH2220 - Human Landscapes,"Human-environment interactions in the formation of landscapes and settlement systems. Uses of archaeology, cultural anthropology, and cross-cultural comparison to understand social space, sacred landscapes, urban plans, and historical ecology. Methods of interpretation through quantitative, social, and symbolic analysis. Repeat credit for students who earned credit for 2220W. [3] (SBS)"
Anthropology,ANTH2220W - Human Landscapes,"Human-environment interactions in the formation of landscapes and settlement systems. Uses of archaeology, cultural anthropology, and cross-cultural comparison to understand social space, sacred landscapes, urban plans, and historical ecology. Methods of interpretation through quantitative, social, and symbolic analysis. Repeat credit for students who earned credit for 2220. [3] (SBS)"
Anthropology,ANTH2221 - Old World Archaeology,"Ancient Cultures of the Old World. Archaeology of the Near East, Africa, Asia, and Oceania. The origins of the great civilizations of Egypt and Mesopotamia. The beginnings of cities, agriculture, trade, and empires in light of recent archaeological discoveries. [3] (INT)"
Anthropology,ANTH2222 - North American Archaeology,"The origins of native North American culture. Migration from Asia, early hunters and gatherers, and the extinction of ancient fauna. Evolution of social complexity, ecological adaptations, and prehistoric interaction as seen in the archaeological record of the continent. [3] (US) (CORE C, E)"
Anthropology,ANTH2223 - Native North Americans,"Indian societies of North America; their archaeological origins, development, and changing adaptation to white society. [3] (US)"
Anthropology,ANTH2224 - Cultural Resource Management; Applied Archaeology in the United States,"History, legislation, methods, and stakeholders involved in Cultural Resource Management (CRM). Archaeological and historic preservation research under federal, state, and local laws. Knowledge and skills needed for a career in CRM. Archaeological fieldwork and field trips to local archaeological sites. Suitable for Immersion projects. Prerequisite: 1201. [3] (SBS)"
Anthropology,"ANTH2225 - Climate Change, Collapse, and Sustainability in History","The Holocene until 1600 AD. Archaeological perspectives on human society and relation to the environment over time. Historical ecology, anthropogenic climate change, domestication, colonial ecosystems, environmental justice. Case studies of cultures and peoples: Maya, Easter Island, Andes, Norse, American Southwest. Application of ancient innovations to address present concerns. [3] (P)"
Anthropology,ANTH2226W - Modern-World Archaeology,"Historical archaeology, investigation of the post-1500 world, origins of modernity, and global networks. Colonialism, capitalism, racialization, and Eurocentrism. Social inequality. Structural history, network theory, world-systems analysis, dialectical thinking, epochal structures, microhistory, material culture, and socio-spatial analysis. [3] (SBS)"
Anthropology,ANTH2229W - Contested Ground: Sacred Sites Across the Ancient World,Sacred places and structures from the Paleolithic to the medieval period.  Comparisons of religious sites worldwide. Cultural heritage and the historical and contemporary politics of ancient religious sites. [3] (P)
